content,label,type,content_without_emojis,content_preprocessed
"la boutique du cocktail. ce site est clairement une arnaque. j'ai commandé un lot de 6 dessous de verre. j'ai reçu 1 dessous de verre d'une piteuse qualité, en plastique au bout de plusieurs semaines car je leur ai envoyé de nombreux mails partageant mes doutes sur leur société. j'ai contacté le sav en demandant un remboursement immédiat. sans en avoir le choix, ils ont pris la décision de m'envoyer les 5 dessous de verre manquants. au vu de la qualité, j'ai donc, à mes frais, dû les renvoyer pour avoir un remboursement. cette bataille a duré presque deux mois.",neg,commentaire,"la boutique du cocktail. ce site est clairement une arnaque. j'ai commandé un lot de 6 dessous de verre. j'ai reçu 1 dessous de verre d'une piteuse qualité, en plastique au bout de plusieurs semaines car je leur ai envoyé de nombreux mails partageant mes doutes sur leur société. j'ai contacté le sav en demandant un remboursement immédiat. sans en avoir le choix, ils ont pris la décision de m'envoyer les 5 dessous de verre manquants. au vu de la qualité, j'ai donc, à mes frais, dû les renvoyer pour avoir un remboursement. cette bataille a duré presque deux mois.","['boutique', 'cocktail', 'site', 'clairement', 'arnaqu', 'jai', 'commander', 'lot', '6', 'verre', 'jai', 'recevoir', '1', 'verre', 'dun', 'piteux', 'qualité', 'plastique', 'bout', 'semaine', 'envoyer', 'mail', 'partager', 'doute', 'société', 'jai', 'contacter', 'sav', 'demander', 'remboursement', 'immédiat', 'choix', 'prendre', 'décision', 'menvoyer', '5', 'verre', 'manquant', 'qualité', 'jer', 'frais', 'devoir', 'renvoyer', 'remboursement', 'bataille', 'durer', 'presque', 'mois']"
mille ans pour envoyer l’article,neg,commentaire,mille ans pour envoyer l’article,"['an', 'envoyer', 'article']"
"je conseille la version ""fruits rouge"", concernant l'efficacité, c'est pas mal, je pense que si on a une hygiène de vie parfaite c'est mille fois plus bénéfique. je continue sur ma lancée.",pos,commentaire,"je conseille la version ""fruits rouge"", concernant l'efficacité, c'est pas mal, je pense que si on a une hygiène de vie parfaite c'est mille fois plus bénéfique. je continue sur ma lancée.","['conseiller', 'version', 'fruit', 'rouge', 'lefficacité', 'cest', 'mal', 'hygiène', 'vie', 'parfait', 'cest', 'fois', 'bénéfique', 'continuer', 'lancée']"
on appâte les clients avec des offres de verres gratuits mais en fait les verres c'est soi disant en fonction du stock donc je ne les ai pas reçu évidemment alors que la promo est toujours sur le site !! de plus vous payez le port pour des verres que vous n'aurez jamais. après réclamation on me propose un avoir pour rembourser le trop perçu des frais de port !,neg,commentaire,on appâte les clients avec des offres de verres gratuits mais en fait les verres c'est soi disant en fonction du stock donc je ne les ai pas reçu évidemment alors que la promo est toujours sur le site !! de plus vous payez le port pour des verres que vous n'aurez jamais. après réclamation on me propose un avoir pour rembourser le trop perçu des frais de port !,"['appâter', 'client', 'offre', 'verre', 'gratuit', 'verre', 'cest', 'dire', 'fonction', 'stock', 'recevoir', 'évidemment', 'promo', 'site', 'payer', 'port', 'verre', 'naurer', 'jamais', 'réclamation', 'proposer', 'rembourser', 'trop', 'percevoir', 'frais', 'port']"
"je prends ce complément alimentaire depuis 3 semaines et j'en suis véritablement satisfait. sa formulation ultra complète m'a surpris et vient remplacer une grande quantité de solutions éparpillées (vitamines, gélules, fruits en poudre, plantes adaptogènes...) que je devais rechercher à droite et à gauche. ici, tout est réuni dans un seul stick, une seule prise par jour... une routine quotidienne d'une grande facilité. les effets se font sentir assez rapidement: meilleure énergie, meilleure digestion, bienfaits sur le stress. personnellement, je suis ravi d'avoir découvert nuoro que je commence à recommander à mon entourage. a votre tour d'essayer pour vous faire votre opinion. a ma prochaine commande je vais essayer l'arôme agrumes :-)",pos,commentaire,"je prends ce complément alimentaire depuis 3 semaines et j'en suis véritablement satisfait. sa formulation ultra complète m'a surpris et vient remplacer une grande quantité de solutions éparpillées (vitamines, gélules, fruits en poudre, plantes adaptogènes...) que je devais rechercher à droite et à gauche. ici, tout est réuni dans un seul stick, une seule prise par jour... une routine quotidienne d'une grande facilité. les effets se font sentir assez rapidement: meilleure énergie, meilleure digestion, bienfaits sur le stress. personnellement, je suis ravi d'avoir découvert nuoro que je commence à recommander à mon entourage. a votre tour d'essayer pour vous faire votre opinion. a ma prochaine commande je vais essayer l'arôme agrumes :-)","['prend', 'complément', 'alimentaire', '3', 'semaine', 'jen', 'véritablement', 'satisfait', 'formulation', 'ultra', 'complet', 'surpri', 'venir', 'remplacer', 'grand', 'quantité', 'solution', 'éparpiller', 'vitamine', 'gélule', 'fruit', 'poudre', 'plante', 'adaptogèner', 'devoir', 'rechercher', 'droite', 'gauche', 'ici', 'réunir', 'stick', 'prise', 'jour', 'routine', 'quotidien', 'dune', 'grand', 'facilité', 'effet', 'sentir', 'rapidement', 'meilleur', 'énergie', 'meilleur', 'digestion', 'bienfait', 'stress', 'personnellement', 'ravir', 'davoir', 'découvrir', 'nuoro', 'commencer', 'recommander', 'entourage', 'tour', 'dessayer', 'faire', 'opinion', 'prochain', 'commande', 'essayer', 'larôme', 'agrume']"
"3 mails pour demander une facture, 0 réponse. ils n'ont plus de service client ?",neg,commentaire,"3 mails pour demander une facture, 0 réponse. ils n'ont plus de service client ?","['3', 'mail', 'demander', 'facture', '0', 'réponse', 'nont', 'service', 'client']"
"j'apprécie le site ""les caves"". du choix, de la qualité à prix de raison...le colis arrive vite et toutes en ordre.",pos,commentaire,"j'apprécie le site ""les caves"". du choix, de la qualité à prix de raison...le colis arrive vite et toutes en ordre.","['jappréci', 'site', 'cave', 'choix', 'qualité', 'prix', 'raisonle', 'colis', 'arriver', 'vite', 'ordre']"
"aucun suivi de colis, aucun colis reçu",neg,commentaire,"aucun suivi de colis, aucun colis reçu","['aucun', 'suivi', 'colis', 'aucun', 'colis', 'recevoir']"
"expérience très désagréable. commande effectuée le 31 octobre payée mais jamais livrée, malgré plusieurs relances. plusieurs messages mail promettant la livraison semaine d'après.... toujours rien et impossible à joindre par téléphone . pas de livraison ni remboursement encore au 23 décembre... ils ne répondent même plus à mes messages",neg,commentaire,"expérience très désagréable. commande effectuée le 31 octobre payée mais jamais livrée, malgré plusieurs relances. plusieurs messages mail promettant la livraison semaine d'après.... toujours rien et impossible à joindre par téléphone . pas de livraison ni remboursement encore au 23 décembre... ils ne répondent même plus à mes messages","['expérience', 'désagréable', 'command', 'effectuer', '31', 'octobre', 'payer', 'jamais', 'livrer', 'relance', 'message', 'mail', 'promettre', 'livraison', 'semaine', 'daprès', 'rien', 'impossible', 'joindre', 'téléphone', 'livraison', 'remboursemer', '23', 'décembre', 'répondre', 'message']"
rapport qualité/prix ! livraison en temps et en heure ! sav réactif et français ! je recommande,pos,commentaire,rapport qualité/prix ! livraison en temps et en heure ! sav réactif et français ! je recommande,"['rapport', 'qualitéprix', 'livraison', 'temps', 'heure', 'sav', 'réactif', 'français', 'recommander']"
"rosieres. le niveau de prix de mercedes pour la qualité et le service d’une voiturette sans permis. j’ai acheté il y a cinq ans chez cuisine schmidt un ensemble à 15.000 euros avec un réfrigérateur rosières. a ce jour, la paroi interne arrière de l’appareil est fendue de part en part. outre la qualité particulièrement médiocre du produit, c’est le service après-vente qui détient la palme. on me propose aujourd’hui de racheter un appareil qui me coûterait plus cher chez rosières que sur le marché, ceci avec une garantie de 1 an au lieu de 2 sur le marché. en bref, après l’arnaque sur la qualité du produit, on vous repropose une deuxième arnaque en après-vente. fuyez cette marque……….. vraiment de la……………",neg,commentaire,"rosieres. le niveau de prix de mercedes pour la qualité et le service d’une voiturette sans permis. j’ai acheté il y a cinq ans chez cuisine schmidt un ensemble à 15.000 euros avec un réfrigérateur rosières. a ce jour, la paroi interne arrière de l’appareil est fendue de part en part. outre la qualité particulièrement médiocre du produit, c’est le service après-vente qui détient la palme. on me propose aujourd’hui de racheter un appareil qui me coûterait plus cher chez rosières que sur le marché, ceci avec une garantie de 1 an au lieu de 2 sur le marché. en bref, après l’arnaque sur la qualité du produit, on vous repropose une deuxième arnaque en après-vente. fuyez cette marque……….. vraiment de la……………","['rosiere', 'niveau', 'prix', 'mercede', 'qualité', 'service', 'voiturette', 'permettre', 'acheter', 'an', 'cuisine', 'schmidt', 'ensemble', '15000', 'euro', 'réfrigérateur', 'rosière', 'jour', 'paroi', 'interne', 'arrière', 'appareil', 'fendre', 'part', 'part', 'qualité', 'particulièrement', 'médiocre', 'produit', 'service', 'aprèsvent', 'détenir', 'palme', 'proposer', 'aujourd’hui', 'racheter', 'appareil', 'coûter', 'cher', 'rosière', 'marché', 'garantie', '1', 'an', 'lieu', '2', 'marché', 'bref', 'arnaqu', 'qualité', 'produit', 'repropose', 'arnaque', 'aprèsvente', 'fuir', 'marque', 'vraiment']"
"j’ai acheté une cave à vin pour mettre sous le plan de travail de ma cuisine. j’avais peur que la taille de la cave ne corresponde pas aux dimensions d’encastrement. j’ai finalement été orientée par un conseiller très sympathique. ce dernier m’a proposé une sélection de caves compatibles. la cave est bien arrivée, les dimensions sont ok, le plan d’encastrement simple à comprendre et la cave facile à installer. je recommande.",pos,commentaire,"j’ai acheté une cave à vin pour mettre sous le plan de travail de ma cuisine. j’avais peur que la taille de la cave ne corresponde pas aux dimensions d’encastrement. j’ai finalement été orientée par un conseiller très sympathique. ce dernier m’a proposé une sélection de caves compatibles. la cave est bien arrivée, les dimensions sont ok, le plan d’encastrement simple à comprendre et la cave facile à installer. je recommande.","['acheter', 'cave', 'vin', 'mettre', 'plan', 'travail', 'cuisine', 'peur', 'taille', 'cave', 'correspondre', 'dimension', 'encastremer', 'finalement', 'être', 'orienter', 'conseiller', 'sympathique', 'dernier', 'proposer', 'sélection', 'cave', 'compatible', 'cave', 'bien', 'arriver', 'dimension', 'ok', 'plan', 'encastremer', 'simple', 'comprendre', 'cave', 'facile', 'installer', 'recommander']"
apres deux années de collaboration commerciale france boissons ne veux plus nous fournir cette année pour notre manifestation motif invoqué !!!!! votre événement ne rentre pas dans la nouvelle politique france boissons !! donc les associations allez vous faire voir c'est lamentable,neg,commentaire,apres deux années de collaboration commerciale france boissons ne veux plus nous fournir cette année pour notre manifestation motif invoqué !!!!! votre événement ne rentre pas dans la nouvelle politique france boissons !! donc les associations allez vous faire voir c'est lamentable,"['année', 'collaboration', 'commercial', 'france', 'boisson', 'vouloir', 'fournir', 'année', 'manifestation', 'motif', 'invoquer', 'événement', 'rentrer', 'nouveau', 'politique', 'france', 'boisson', 'association', 'aller', 'faire', 'voir', 'cest', 'lamentable']"
excellent matcha 🍵 en plus il y a du choix donc des goûts différents mais toujours de très bonne qualité je recommande,pos,commentaire,excellent matcha :tasse: en plus il y a du choix donc des goûts différents mais toujours de très bonne qualité je recommande,"['excellent', 'matcha', 'tasser', 'choix', 'goût', 'bon', 'qualité', 'recommander']"
"ma commande annulée sans preavis, sans excuses, par un e mail generique, pas de reponse a mon e-mail pour dire que c est scandaleux et cette demande de notation...franchement ce site c est de la blague...il ne faut pas compter sur vis bouteilles de vins si vous en avez besoin commandez les ailleurs",neg,commentaire,"ma commande annulée sans preavis, sans excuses, par un e mail generique, pas de reponse a mon e-mail pour dire que c est scandaleux et cette demande de notation...franchement ce site c est de la blague...il ne faut pas compter sur vis bouteilles de vins si vous en avez besoin commandez les ailleurs","['commande', 'annuler', 'preavi', 'excuse', 'e', 'mail', 'generiqu', 'reponse', 'e-mail', 'c', 'scandaleux', 'demande', 'notationfranchement', 'site', 'c', 'blagueil', 'falloir', 'compter', 'vis', 'bouteille', 'vin', 'avoir', 'besoin', 'commander', 'ailleurs']"
"à 36€ les 175g pour une boite de chocolat au lait, je m'attends à avoir une qualité au moins similaire à la concurrence comme puyricard. même si ça reste supérieur que l'industriel comme leonidas je suis très déçu par le rapport gout/poids/prix. première et dernière fois.",neg,commentaire,"à 36€ les 175g pour une boite de chocolat au lait, je m'attends à avoir une qualité au moins similaire à la concurrence comme puyricard. même si ça reste supérieur que l'industriel comme leonidas je suis très déçu par le rapport gout/poids/prix. première et dernière fois.","['36', 'euro', '175', 'gramme', 'boite', 'chocolat', 'lait', 'mattend', 'qualité', 'similaire', 'concurrence', 'puyricard', 'supérieur', 'lindustriel', 'leonidas', 'décevoir', 'rapport', 'goutpoidspri', 'dernier', 'fois']"
